alreadyAppliedOn,linkedColumn,hotJob,toReApply,addedToJobCart,contestNo,jobId,column,draft,locationsColumns
False,0,False,False,False,16030715,1177611,"Manager 3 -SOX GITC Manager,[""United States-Virginia-Falls Church""],Jan 4, 2017",False,[1]
False,0,False,False,False,16027178,1171860,"Pension Administration Analyst 2/3,[""United States-Virginia-Falls Church""],Jan 4, 2017",False,[1]
False,0,False,False,False,16024681,1168300,"Facilities Maintenance Manager 2 (Saint Augustine, FL),[""United States-Florida-Saint Augustine""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000234,1178589,"Systems Engineer 2-15612,[""Multiple Locations""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000250,1178572,"Computer Sys Security Anlyst 3 / 4,[""United States-Nevada-Nellis AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000154,1178409,"Computer Systems Security Analyst 2,[""United States-Maryland-Linthicum""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000165,1178461,"Computer Systems Security Analyst 3,[""United States-Maryland-Linthicum""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000153,1178373,"Computer Systems Security Analyst 2,[""United States-Maryland-Linthicum""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000167,1178481,"Computer Systems Security Analyst 3,[""United States-Maryland-Linthicum""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030643,1177514,"Information Systems Security Officer 3/4,[""United States-Oklahoma-Tinker AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000206,1178549,"SATCOM Engineer Comm Systems 3 / 4,[""United States-Florida-Melbourne""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000187,1178522,"Project Engineer 5,[""United States-Ohio-Cincinnati""],Jan 4, 2017",False,[1]
False,0,False,False,False,16029815,1176074,"Production Planner 3,[""United States-Louisiana-Lake Charles""],Jan 4, 2017",False,[1]
False,0,False,False,False,16022422,1165130,"Engineer Electrical 4,[""United States-Arizona-Sierra Vista""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030716,1177612,"Dir Strategic Planning 1,[""United States-Maryland-Annapolis Junction""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000123,1178363,"SCA Supply Technician,[""United States-Nevada-Las Vegas""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000128,1178403,"SCA Aircraft Mechanic 3 / Quality Inspector,[""United States-Nevada-Las Vegas""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000148,1178397,"Aircraft Painter 4,[""United States-California-Edwards AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000151,1178448,"Aircraft Low Observ Mech 4,[""United States-California-Edwards AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000262,1178595,"Tool Crib Attendant 2,[""United States-California-Edwards AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030201,1176723,"Project Management 4,[""United States-Maryland-Annapolis""],Jan 4, 2017",False,[1]
False,0,False,False,False,16028005,1173241,"Mgr Project Management 1,[""United States-California-Palmdale""],Jan 4, 2017",False,[1]
False,0,False,False,False,16029287,1175404,"USSOCOM JNTC LNO,[""United States-Florida-Tampa""],Jan 4, 2017",False,[1]
False,0,False,False,False,16029452,1175567,"Engineering Manager (Specifications),[""United States-Kansas-Topeka""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000241,1178608,"Computer Operator - 16081,[""United States-Colorado-Colorado Springs""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030415,1177145,"Subcontract Administrator 2/3,[""Multiple Locations""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030678,1177601,"Computer System Security Analyst 2/3,[""United States-Alabama-Huntsville""],Jan 4, 2017",False,[1]
False,0,False,False,False,16029262,1175381,"Software Engineer 2/3 - TS/SCI,[""United States-Virginia-Fairfax""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030454,1177152,"Software Engineer 3 or 4,[""United States-California-San Diego""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000244,1178623,"Supportability Engineer 2,[""United States-Florida-Melbourne""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000229,1178588,"Technical Editor and Writer 4,[""United States-New York-Bethpage""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030265,1176822,"Program Cost Schedule and Control Analyst 2,[""United States-California-San Diego""],Jan 4, 2017",False,[1]
False,0,False,False,False,16027917,1173109,"Manager, Program Planning 3,[""United States-California-Redondo Beach""],Jan 4, 2017",False,[1]
False,0,False,False,False,16012674,1151833,"Supportability Engineer 2,[""United States-Florida-Melbourne""],Jan 4, 2017",False,[1]
False,0,False,False,False,16023111,1166033,"Engineering Manager I - Edwards AFB,[""United States-California-Edwards AFB""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000211,1178551,"Engineer Guidance Navigation and Control 3 in Emerado, ND,[""United States-North Dakota-Emerado""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030805,1178222,"Manager, Computer System Security/Information Assurance,[""United States-Virginia-Fairfax""],Jan 4, 2017",False,[1]
False,0,False,False,False,16025392,1169170,"Product Trainer 2/3,[""United States-Colorado-Boulder""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030741,1177742,"Cash Management Analyst 2,[""United States-Ohio-Columbus""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030534,1177337,"Administrative Assistant 4,[""United States-Colorado-Aurora""],Jan 4, 2017",False,[1]
False,0,False,False,False,16021321,1163571,"Cyber Software Test Engineer 1,[""United States-Maryland-Annapolis Junction""],Jan 4, 2017",False,[1]
False,0,False,False,False,16020324,1162286,"Cyber Software Test Engineer 4,[""United States-Maryland-Annapolis Junction""],Jan 4, 2017",False,[1]
False,0,False,False,False,16026753,1171171,"Organizational Development Representative (Organizational Change Management) 2/3,[""Multiple Locations""],Jan 4, 2017",False,[1]
False,0,False,False,False,16028923,1174755,"Engineer 5,[""United States-Ohio-Beavercreek""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000133,1178366,"Computer Systems Analyst,[""United States-x-Unspecified-Virtual Posting""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030774,1178021,"Computer Operator 2/3,[""United States-New Mexico-Albuquerque""],Jan 4, 2017",False,[1]
False,0,False,False,False,16030299,1176904,"Property Control Support 4,[""United States-x-Unspecified-Virtual Posting""],Jan 4, 2017",False,[1]
False,0,False,False,False,16024595,1168192,"Project Integrator 4 (San Diego, CA),[""United States-California-San Diego""],Jan 4, 2017",False,[1]
False,0,False,False,False,17000181,1178415,"Database Administrator 4,[""United States-Alabama-Montgomery""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029895,1176271,"Facilities Estimator 3 (Melbourne & St Augustine, FL, Palmdale & San Diego, CA),[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029176,1175164,"Fuel Systems Operations 3 Second Shift (Palmdale, CA),[""United States-California-Palmdale""],Jan 3, 2017",False,[1]
False,0,False,False,False,16021903,1164370,"Health and Safety Analyst 4 (Redondo Beach, CA),[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,False,False,False,16024763,1168391,"Facilities Rep 3 (Palmdale & Redondo Beach, CA and Melbourne,FL),[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,False,False,False,16024748,1168356,"Facilities Engineer 3 (Palmdale, Redondo Beach & San Diego, CA and Melbourne & St. Augustine, FL),[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,False,False,False,16022532,1165190,"Employee Health Nurse 3 (El Segundo or Redondo Beach, CA),[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029954,1176317,"Industrial Engineer 3 - Scheduling, Systems & Integration  (El Segundo, CA),[""United States-California-El Segundo""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029264,1175382,"Project Specialist 4 (San Diego, CA),[""United States-California-San Diego""],Jan 3, 2017",False,[1]
False,0,False,False,False,16019463,1161010,"Infrastructure/Central Plant Engineer 4 (Palmdale, CA),[""United States-California-Palmdale""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030032,1176464,"Security Coordinator 3 - Melbourne, FL,[""United States-Florida-Melbourne""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029311,1175410,"Material Planning Control Analyst 2,[""United States-California-Sacramento""],Jan 3, 2017",False,[1]
False,0,False,False,False,17000107,1178382,"Electronic Technician 2,[""United States-Virginia-Norfolk""],Jan 3, 2017",False,[1]
False,0,False,False,False,17000106,1178400,"Field Technician 2,[""United States-Virginia-NAS Norfolk""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030606,1177434,"Computer Systems Security Analyst 3,[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030594,1177428,"Computer Systems Security Analyst 2,[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030721,1177656,"Mgr Programs 3,[""United States-Ohio-Cincinnati""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030600,1177433,"Computer Systems Security Analyst 3,[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030603,1177449,"Computer Systems Security Analyst 3,[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030610,1177452,"Computer Systems Security Analyst 4,[""United States-California-Redondo Beach""],Jan 3, 2017",False,[1]
False,0,True,False,False,16023223,1166184,"Experienced Opto Mechanical Engineer,[""United States-Massachusetts-Devens""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029402,1175505,"Mgr IS Administration 1,[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,True,False,False,16017276,1158114,"Program Manager -- Adaptive Optics Focus,[""United States-Massachusetts-Devens""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029897,1176289,"Software Engineer 2/3,[""United States-Alabama-Huntsville""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030733,1177740,"Cyber Security Project Manager 1- Health IT,[""United States-Maryland-Woodlawn""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029936,1176364,"Software Engineer 3/4,[""United States-Alabama-Huntsville""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029903,1176304,"Software Engineer 3/4,[""United States-Alabama-Huntsville""],Jan 3, 2017",False,[1]
False,0,False,False,False,16025368,1169185,"SATCOM Program Manager,[""United States-Maryland-Aberdeen""],Jan 3, 2017",False,[1]
False,0,False,False,False,17000120,1178361,"Logistics/Administrative Support 3,[""United States-Florida-Tampa""],Jan 3, 2017",False,[1]
False,0,False,False,False,17000155,1178399,"Security Coordinator 3,[""United States-Colorado-Colorado Springs""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030785,1178061,"Software Development Analyst 2,[""United States-California-Palmdale""],Jan 3, 2017",False,[1]
False,0,False,False,False,16026463,1170712,"Subcontracts Administrator 3,[""United States-Oklahoma-Oklahoma City""],Jan 3, 2017",False,[1]
False,0,False,False,False,16023248,1166226,"Security Coordinator 2,[""United States-Alabama-Huntsville""],Jan 3, 2017",False,[1]
False,0,True,False,False,16027484,1172333,"Manager 2; Signal Conversion Design, Hardware Engineering,[""United States-Maryland-Baltimore""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029860,1176202,"Financial Analyst 2 - Enterprise Services Business Mgt Reporting,[""United States-Virginia-Falls Church""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030784,1178060,"Logistics Planner 3,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030783,1178046,"Pilot Unmanned Aerial Veh 3,[""United States-Virginia-Falls Church""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030782,1178045,"Software Development Analyst 3,[""United States-California-Palmdale""],Jan 3, 2017",False,[1]
False,0,False,False,False,16028130,1173366,"Mechanical Engineer - All Levels,[""United States-Illinois-Rolling Meadows""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030781,1178044,"Pilot Unmanned Aerial Veh 4,[""United States-Virginia-Falls Church""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030780,1178043,"GSE Mechanic 2,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16025980,1169976,"Driver Heavy Vehicles 2- Active secret clearance,[""United States-California-Palmdale""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030779,1178042,"Network Communications 4,[""United States-Virginia-Falls Church""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030778,1178041,"Aircraft Mechanic 3,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,17000105,1178380,"Tool Crib Attendant 3,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16024564,1168142,"Technical Writer III,[""United States-Florida-Melbourne""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030777,1178040,"Lead Aircraft Inspector 4,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030520,1177309,"Help Desk Technical Support 1,[""United States-Texas-Irving""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030523,1177272,"Help Desk Technical Support 1,[""United States-Virginia-Lebanon""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030776,1178023,"Network Communications 4,[""United States-California-Edwards AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030704,1177669,"Financial Analyst 4,[""United States-California-San Diego""],Jan 3, 2017",False,[1]
False,0,False,False,False,16018737,1160099,"Test Engineer 2,[""United States-Nebraska-Offutt AFB""],Jan 3, 2017",False,[1]
False,0,False,False,False,16029442,1175580,"SATCOM Programmer Analyst 3,[""United States-Maryland-Aberdeen""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030739,1177723,"CWIS (Close In Weapon SystemP - Phalanx FCs needed for CRAM Operator,[""Multiple Locations""],Jan 3, 2017",False,[1]
False,0,False,False,False,16030737,1177780,"C-RAM [ Operator ] Air Defense Iraq Egypt Afghanistan,[""Multiple Locations""],Jan 3, 2017",False,[1]
